source_index,Original_Message,original_dataset_label,ve_nve_classification,ve_subtype_classification,target_demographics,evidence_spans,explanation
64,killing these beautiful animals for sport is deplorable why doesn t they hunt niggers instead,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
65,the only solution of rapist is that hang till death this place is not for this kind of demons justicefortwinklesharma,EXTREMIST,NVE,,['Unclear'],['Unclear'],Fallback used because the model response was incomplete.
66,human babes are not pleasant to look at i prefer the animals,EXTREMIST,NVE,,['humans'],"['human babes are not pleasant to look at', 'i prefer the animals']",The post expresses a negative and dehumanizing opinion about humans but does not explicitly endorse or incite violence.
67,black is such a filthy skin color everything black gets dirty easily that is why white is always superior,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
68,maybe italians see this as the only effective where are you to purge italy from illegal immigration,EXTREMIST,VE,political,['illegal immigrants'],['purge italy from illegal immigration'],"The phrase 'purge italy from illegal immigration' explicitly suggests a violent or forceful removal, indicating endorsement of serious harm or attack against illegal immigrants, which classifies it as VE with a political subtype."
69,let us kill all of them and get it over with they are fucking scum,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
70,i will shoot my boss,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
71,next you could ask the grand wizard of the kkk why so many are intolerant this poor soul s views cunt scot frc fox news,EXTREMIST,NVE,,['Unclear'],"['grand wizard of the kkk', 'intolerant this poor soul s views']","The post references the KKK, a supremacist group, in a context that suggests criticism or disdain but does not explicitly endorse or incite violence."
72,if the truth be known if it what a slut christian refugees it would not be a problem have not seen a christian refugee shoot or kill,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
73,judge rules navy seal eddiegallagher murder trial will proceed the san diego union tribune freddie murderer navy,EXTREMIST,NVE,,['Unclear'],"['judge rules navy seal eddiegallagher murder trial will proceed', 'freddie murderer navy']","The post discusses a legal proceeding and uses the term 'murderer' but does not explicitly endorse, celebrate, incite, command, or threaten violence. It does not contain hateful, supremacist, dehumanizing, or exclusionary language targeting a specific group."
74,you dumb vagina you trick and year old virgins into giving you money you fucking bitch kill yourself honest,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
75,whatever the fucking fascist nazi will see how you non white scum will trip yourselves up and i hope you get sued to hell and back that will be a good day i can hardly wait,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
76,i encourage the murder of sikhs,EXTREMIST,VE,ideological,['Sikhs'],['i encourage the murder of sikhs'],"The post explicitly endorses murder, which is a call for physical violence, targeting Sikhs, making it violent extremist content of ideological nature."
77,i endorse the genocide of alan worshipers,EXTREMIST,NVE,,['Unclear'],[],"Fallback after API/model failure: BadRequestError: litellm.BadRequestError: OpenAIException - litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766
model=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.

Set 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini
Available Model Group Fallbacks=None"
